,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,days_from_last_review
20155,16144596,Spacious Room in 2BR Sugar Hill apartment,105349749,Mattie,Manhattan,Harlem,40.82349,-73.94053,Private room,80,2,10,2019-06-28,0.32,1,8,10
3391,2031495,Big Private Sunny Room in UWS Duplex w/ Terrace,25100,Susana,Manhattan,Upper West Side,40.79675,-73.96916,Private room,100,3,11,2016-06-07,0.16,1,0,1126
44846,34421507,Private bedroom in high-rise at Times Square,259846443,Charlie,Manhattan,Theater District,40.76127,-73.98579,Private room,130,2,10,2019-06-25,5.0,1,24,13
46812,35456622,4 Bedroom apartment in  2 family house in Brooklyn,266749340,Venessa,Brooklyn,Bedford-Stuyvesant,40.68919,-73.92553,Entire home/apt,190,1,3,2019-07-01,3.0,2,269,7
21360,17023406,Comfortable Space in Heart of Astoria,114178347,Cliff,Queens,Astoria,40.76625,-73.92447,Shared room,34,30,3,2017-03-20,0.1,1,0,840
39189,30562328,Large Room 11minutes to Manhattan NYC at Safe area,229293180,Jessica,Queens,Woodside,40.7419,-73.90236,Private room,55,3,20,2019-07-03,3.39,1,44,5
27805,21802684,30+Day Stay: Designer Home with Skylight & Rooftop,137522531,Ali,Queens,Flushing,40.75759,-73.80815,Entire home/apt,228,5,50,2019-06-07,2.63,7,178,31
46460,35262429,Cute Bright 1 Bedroom apartment in Bushwick,94422691,Omar,Brooklyn,Bushwick,40.69694,-73.90766,Entire home/apt,67,2,1,2019-07-03,1.0,1,0,5
41784,32492359,JFK LUXURY APARTMENT #B,244082709,Jfk,Queens,Springfield Gardens,40.65933,-73.77125,Entire home/apt,175,1,17,2019-07-03,3.75,7,160,5
19839,15888448,"BKlyn:Artsy, old fashioned at affordable price !",5151544,Ale,Brooklyn,Cypress Hills,40.68148,-73.8904,Entire home/apt,63,4,54,2019-07-07,1.71,1,344,1
20819,16489149,2 BDRM PRESIDENTIAL LUXURY CONDO MIDTOWN 45  NYC *,69545883,Chayla,Manhattan,Midtown,40.75373,-73.97272,Private room,999,3,1,2017-09-11,0.05,12,365,665
32662,25684094,Surfin’ Bird House Red at Rockaway Beach,185956783,John & Christine,Queens,Rockaway Beach,40.58499,-73.81599,Entire home/apt,99,4,21,2019-07-07,1.66,1,133,1
13695,10271071,BROOKLYN'S HAVEN,9346894,Gade,Brooklyn,Cypress Hills,40.68203,-73.89374,Private room,65,1,75,2019-06-06,1.8,2,361,32
34786,27578298,Large studio apt in Grammercy,506194,Shivani,Manhattan,Kips Bay,40.73995,-73.98401,Entire home/apt,150,15,1,2018-09-11,0.1,1,5,300
32657,25680531,Large private room  near Times Sq. 33C4,190921808,John,Manhattan,Hell's Kitchen,40.75391,-73.99709,Private room,62,7,9,2019-05-20,0.75,47,337,49
3010,1759154,BEST Bushwick 1 Bedroom - 15 min to Manhattan,8998154,Gordon,Brooklyn,Bushwick,40.69366,-73.92281,Entire home/apt,89,4,123,2019-06-17,1.76,2,18,21
15731,12714891,"Cozy 1BD w Private Terrace, Walk to Museums & Park",69131589,Zhenya And Lenka,Manhattan,Upper East Side,40.78293,-73.94691,Entire home/apt,140,30,6,2016-11-10,0.16,1,0,970
38877,30426001,South Harlem Share,228437214,Paul,Manhattan,Harlem,40.80306,-73.95508,Private room,65,1,48,2019-07-05,6.7,1,4,3
19363,15450848,A Life in Brooklyn,25010766,Joseph,Brooklyn,Bedford-Stuyvesant,40.68998,-73.93058,Entire home/apt,150,2,61,2017-09-02,1.83,1,0,674
26900,21312595,Hillside Hotel,134184451,Hillside Hotel,Queens,Briarwood,40.70475,-73.81572,Private room,165,1,2,2018-01-01,0.09,18,355,553
21440,17122439,Charming Studio with your Own Private Patio,115057851,Chito And Xavier,Manhattan,East Harlem,40.80827,-73.93813,Entire home/apt,100,3,103,2019-07-01,3.61,2,32,7
20805,16480273,Sunny Spring Sanctuary ~ 2 Bedroom Apt.,108188109,Thomas,Brooklyn,Bedford-Stuyvesant,40.69158,-73.93776,Entire home/apt,100,3,75,2019-06-15,2.59,1,36,23
3640,2188204,Herkimer House,11157871,Anthony,Brooklyn,Bedford-Stuyvesant,40.67892,-73.95156,Entire home/apt,150,2,94,2019-06-23,2.55,1,144,15
12697,9732834,"Sunny,Cool,Greenpoint apartment...",50220666,Rodin,Brooklyn,Greenpoint,40.72594,-73.95174,Private room,70,7,2,2018-07-14,0.05,1,0,359
27661,21736808,Lower East Side Chic Apartment,40891373,Jessica,Manhattan,Lower East Side,40.7192,-73.99011,Entire home/apt,125,3,25,2019-07-03,1.27,1,28,5
25144,20147886,Nice clean and quiet bedroom in two bedroom app,119680716,Petar,Brooklyn,Kensington,40.6368,-73.96857,Private room,35,1,6,2017-08-26,0.26,1,0,681
5820,4244242,Best Bedroom in Bedstuy/Bushwick. Ensuite bathroom,22023014,BrooklynSleeps,Brooklyn,Bedford-Stuyvesant,40.69496,-73.93949,Private room,70,1,110,2019-06-23,1.96,1,323,15
2705,1456352,Monthly Rental or more than 30 days for 6 people,838704,Thomas,Manhattan,Upper West Side,40.80028,-73.9618,Entire home/apt,178,32,132,2018-05-01,1.84,1,211,433
4031,2536005,Bright Room in Battery Park!,9426702,KayCee,Manhattan,Battery Park City,40.70657,-74.01676,Private room,91,2,26,2017-07-27,0.44,1,0,711
21610,17321243,Sweet deco room in amazing location,116871769,Paige,Brooklyn,Williamsburg,40.71018,-73.94858,Private room,78,1,55,2019-06-30,2.01,1,345,8
34858,27633987,One bedroom apt in a brownstone - Manhattan,208531763,Féven,Manhattan,Harlem,40.81915,-73.9425,Entire home/apt,112,4,9,2019-06-22,1.04,1,89,16
34217,27139072,Sunny Private Suite in Luxury Building,95901692,Anthony,Brooklyn,Bedford-Stuyvesant,40.6875,-73.9588,Private room,150,1,36,2019-07-01,3.23,1,29,7
22834,18489843,Heart of Greenpoint,4193618,Gustavo,Brooklyn,Greenpoint,40.72995,-73.95498,Entire home/apt,200,15,3,2017-09-03,0.12,1,342,673
27276,21548325,"Private comfortable bedroom in Bay Ridge, Brooklyn",69054780,Tamara,Brooklyn,Fort Hamilton,40.62245,-74.02958,Private room,55,7,3,2018-04-02,0.15,1,0,462
48230,36145727,Park side Apt in front of Forest Park,271867677,Erwin,Queens,Woodhaven,40.69658,-73.85615,Private room,50,1,2,2019-07-06,2.0,1,359,2
43172,33492587,[Entire place] Comfy Apt in Prime Location,13442714,Nuan,Manhattan,SoHo,40.72207,-73.99751,Entire home/apt,173,5,2,2019-06-06,0.76,2,3,32
20831,16498335,Spacious private room Uptown NYC,17713747,Polly,Manhattan,Washington Heights,40.85365,-73.93298,Private room,60,15,1,2017-03-03,0.03,3,159,857
25282,20215712,The Bad Pad,144013169,Kara,Manhattan,West Village,40.73552,-74.00554,Entire home/apt,300,3,19,2019-06-27,0.81,1,12,11
11487,8932929,Spacious Room in Bushwick with a back yard.,12502512,Ashley,Brooklyn,Bushwick,40.69451,-73.92397,Private room,44,1,1,2015-12-27,0.02,1,0,1289
21058,16693621,Woodside private room for visitors!,49224450,Dongho,Queens,Woodside,40.74271,-73.9046,Private room,34,3,1,2017-01-18,0.03,1,0,901
22620,18294238,New tidy  room attached by PRIVATE FULL BATH,120767920,Jimmy &Cindy,Queens,Flushing,40.75884,-73.81477,Private room,70,3,88,2019-06-30,3.28,10,358,8
34376,27257936,AWESOME SUNNY 2 BEDS A NEAR 3 METROS WILLIAMSBURG,189646908,Jolene And Ryan,Brooklyn,Williamsburg,40.7089,-73.94447,Private room,86,2,17,2019-06-02,1.53,3,342,36
23161,18750597,"Huge Brooklyn Brownstone Living, Close to it all.",8993084,Kimberly,Brooklyn,Bedford-Stuyvesant,40.69023,-73.95428,Private room,0,4,1,2018-01-06,0.05,4,28,548
24951,19994533,Bright & Beautiful 1BR Apartment in East Village,2491844,Maurizio,Manhattan,East Village,40.7248,-73.98774,Entire home/apt,150,5,1,2018-07-16,0.08,1,5,357
7659,5771366,Authentic New York Vintage Home,1211067,"Hans, Sandra & Son",Staten Island,Tompkinsville,40.62105,-74.08723,Private room,49,2,151,2019-06-30,3.06,2,277,8
27153,21471517,Charming Cozy Bedroom in Bushwick art house,155923396,Kelly,Brooklyn,Bushwick,40.70067,-73.92752,Private room,35,2,22,2019-06-24,1.89,3,29,14
5848,4267133,Large private room in huge LES Apt,6793885,Nick,Manhattan,Lower East Side,40.72156,-73.98712,Private room,70,1,2,2015-06-10,0.03,1,0,1489
35813,28428636,Room for easy commute. Near train & essentials!,137358866,Kazuya,Queens,Elmhurst,40.74345,-73.87901,Private room,38,30,2,2019-05-30,0.39,103,247,39
22304,18003918,Upper West Side Oasis,10549792,Connor,Manhattan,Upper West Side,40.7807,-73.97869,Entire home/apt,200,4,2,2018-01-02,0.08,1,0,552
30274,23378076,An Oasis in Manhattan,174263749,Shopper,Manhattan,Washington Heights,40.84442,-73.94039,Private room,115,6,2,2018-11-01,0.22,3,90,249
45372,34708657,Duplex 4 bed apt fantastic place for 10,261779847,Ben,Manhattan,East Harlem,40.79803,-73.94185,Entire home/apt,350,3,8,2019-06-30,5.11,1,231,8
38560,30325586,Nice and artsy apartment in East Village,26671786,Sherry,Manhattan,East Village,40.7233,-73.97882,Private room,79,1,4,2019-05-27,0.61,1,0,42
10324,7901928,Cozy Room in the Heart of Astoria,4646764,Amanda,Queens,Astoria,40.76281,-73.91554,Private room,60,1,2,2015-11-09,0.04,1,0,1337
33062,26080646,Entire West Village Apartment,196017028,Franklin,Manhattan,Greenwich Village,40.72848,-74.0012,Entire home/apt,200,4,18,2019-07-01,1.42,1,5,7
28886,22274932,Bushwick Street Art,6924461,Dorota,Queens,Ridgewood,40.71261,-73.91429,Private room,80,2,39,2019-06-30,2.08,1,68,8
2565,1330753,"Garden, Private Deck, Williamsburg apartment",2014720,Amy,Brooklyn,Williamsburg,40.71276,-73.95022,Entire home/apt,95,25,11,2017-07-31,0.15,1,168,707
14440,11334160,Sunny New Apartment in Artsy Area!,41616878,Melissa,Brooklyn,Bushwick,40.69033,-73.9083,Private room,50,30,12,2019-05-31,0.31,4,326,38
45361,34702046,No.3,257683179,H Ai,Queens,Flushing,40.75019,-73.81435,Private room,45,1,1,2019-07-06,1.0,6,83,2
33165,26167182,Historic penthouse apartment on Saint Marks Place,42110861,Chelsea,Manhattan,East Village,40.7299,-73.98824,Entire home/apt,250,2,72,2019-05-27,5.82,1,96,42
39108,30527535,Spacious & Cozy Master BR - Nearby Prospect Park,227679456,Jimmy,Brooklyn,Prospect-Lefferts Gardens,40.66147,-73.9415,Private room,55,1,32,2019-06-30,4.66,7,7,8
24380,19625234,"纽约三室一厅两全浴带独立厨房和停车位
Three-Room Two Bath and Parking",115979599,Mike,Queens,Flushing,40.76818,-73.8276,Entire home/apt,188,1,85,2019-07-07,3.52,1,151,1
14587,11511592,Super-cute apartment in Harlem!,17752872,Cleo,Manhattan,Harlem,40.83038,-73.94531,Private room,45,1,2,2016-04-26,0.05,1,0,1168
8212,6328394,"Trendy, newly renovated 1 BD Apt.",8876603,Tammy,Manhattan,Harlem,40.81356,-73.94807,Entire home/apt,145,3,143,2019-06-24,2.95,1,252,14
28836,22252628,"Cozy, convenient Manhattan Apartment in the LES",26022466,Calvin,Manhattan,Lower East Side,40.71495,-73.98589,Private room,70,1,8,2018-01-09,0.42,1,0,545
38905,30437498,"LXRY BLDG-next to Central Park, Times Sq,SLEEPS 5!",48572835,Jodi,Manhattan,Hell's Kitchen,40.76552,-73.98498,Entire home/apt,300,6,2,2019-06-06,1.33,1,270,32
17206,13623187,Heart of Williamsburg 1 bedroom Bedford L train,13752339,Meg,Brooklyn,Williamsburg,40.72012,-73.95675,Entire home/apt,130,28,20,2018-08-27,0.59,1,80,315
26420,21029655,Beautiful room in loft with private roof & SDB,65112370,Jacques,Brooklyn,Bedford-Stuyvesant,40.69161,-73.94417,Private room,90,3,1,2017-12-27,0.05,1,0,558
13450,10072022,Spacious 1 bedroom in the heart of Soho,31281230,Brian,Manhattan,SoHo,40.72697,-74.00098,Entire home/apt,315,2,29,2019-06-25,1.31,1,177,13
23797,19212985,"Lovely Zen Entire Apt West Harlem, Fengshui Plants",38655309,Jade,Manhattan,Harlem,40.82953,-73.94283,Entire home/apt,72,3,28,2019-01-12,1.15,1,0,177
1425,639781,East Village 1 Bedroom Apartment,3194190,Jack,Manhattan,East Village,40.72389,-73.98934,Entire home/apt,200,6,1,2019-01-05,0.16,1,128,184
13248,9989842,Cozy 2 BR Apt in Prime Location!,5445371,Negar,Manhattan,Upper West Side,40.78364,-73.97632,Entire home/apt,219,2,1,2016-11-07,0.03,1,0,973
42847,33267781,Lincoln Center Haven - private room with ensuite,250512369,Jaclyn,Manhattan,Upper West Side,40.77477,-73.97958,Private room,159,1,7,2019-06-05,2.56,1,302,33
9280,7091390,Apartment on Riverside,14329995,Nikolas,Manhattan,Harlem,40.82632,-73.95168,Entire home/apt,125,4,2,2018-06-25,0.04,1,0,378
2373,1157036,private spacious sunny bedroom,3696460,Radium,Brooklyn,Kensington,40.63381,-73.9714,Private room,50,30,10,2016-11-30,0.13,1,205,950
4308,2872353,Modern 1-Bed Near Central Park,13347167,AFI Apartments,Manhattan,Upper East Side,40.77105,-73.95727,Entire home/apt,119,30,4,2019-06-08,0.13,29,339,30
37127,29515301,Cozy flat in Williamsburg,156195302,Diogo,Brooklyn,Williamsburg,40.72062,-73.9555,Entire home/apt,200,2,7,2019-04-21,0.93,1,17,78
9537,7325293,Big Room in the heart of Upper East,1841169,Clara,Manhattan,Upper East Side,40.77016,-73.95716,Entire home/apt,300,1,1,2015-09-29,0.02,1,0,1378
19598,15685669,Private room in Williamsburg. Very close to train!,1314045,Tim,Brooklyn,Williamsburg,40.71326,-73.94947,Private room,99,1,220,2019-06-30,6.71,3,352,8
777,278631,West Village NYC Sun-filled Studio!,1132207,Cathryne,Manhattan,West Village,40.73729,-74.00807,Entire home/apt,250,30,7,2013-04-21,0.08,1,35,2269
13568,10149393,Cozy Studio + Sunroom near Times Square,5461672,Ginji,Manhattan,Hell's Kitchen,40.76374,-73.98872,Entire home/apt,115,3,1,2016-01-03,0.02,1,0,1282
7512,5615835,"Nice Room with Loft Bed- Manhattan, East Village",29106164,Christina,Manhattan,East Village,40.72805,-73.98415,Private room,75,3,32,2019-05-24,1.39,1,72,45
573,215784,Modern Unique Studio in NYC,864735,Jason,Queens,Long Island City,40.75627,-73.9211,Entire home/apt,95,30,24,2019-03-31,0.25,8,358,99
21875,17583983,Comfy & Spacious RM with Backyard/Near Metro,105394139,Ciprian,Bronx,Kingsbridge,40.87094,-73.89386,Private room,79,3,115,2019-06-23,4.1,4,71,15
10152,7786903,Huge bedroom in Brooklyn duplex!,4263734,Nisa,Brooklyn,Crown Heights,40.67195,-73.95535,Private room,70,3,8,2016-10-10,0.17,1,0,1001
44755,34390910,"""In The Heights"" King Br w/on-suite shared bath.",27973267,Gus,Manhattan,Washington Heights,40.85078,-73.93195,Private room,150,1,7,2019-06-21,5.12,5,185,17
17897,14022980,HUGE Apt w/1 bedroom sublet in Brooklyn,7656555,Carly,Brooklyn,Bedford-Stuyvesant,40.69747,-73.94817,Private room,33,2,11,2018-09-01,0.31,1,0,310
41753,32466500,Sonder | The Nash | Relaxed 1BR + Grilling Area,219517861,Sonder (NYC),Manhattan,Murray Hill,40.74781,-73.97601,Entire home/apt,202,29,1,2019-05-06,0.47,327,338,63
44161,34082442,Beautiful Clean & Quiet Room! Rm#3,11674837,Christopher,Queens,Ridgewood,40.70477,-73.90943,Private room,69,1,6,2019-06-24,3.1,3,179,14
4585,3206379,Luxury apartment in Manhattan.,16245979,Karima,Manhattan,Upper East Side,40.77059,-73.94991,Entire home/apt,280,2,17,2018-03-23,0.28,1,0,472
43123,33456259,Beautiful upper west side apt share,8112314,Mena,Manhattan,Upper West Side,40.78399,-73.9733,Private room,65,1,4,2019-06-09,2.03,2,364,29
40901,31806593,High ceilings  private room  with record player,191084919,Brian,Brooklyn,Bedford-Stuyvesant,40.68434,-73.93712,Private room,70,1,5,2019-06-30,1.97,1,0,8
5676,4134035,Sunny Studio in Brooklyn,7677048,Florrie,Brooklyn,Downtown Brooklyn,40.69682,-73.9837,Entire home/apt,140,3,131,2019-06-29,3.24,1,28,9
35060,27795695,"Bright, Beautiful + Adorable in S. Williamsburg",24589216,Heidi,Brooklyn,Williamsburg,40.70878,-73.96061,Entire home/apt,125,1,13,2018-10-01,1.22,2,0,280
2761,1503670,Best location in Brooklyn!,2024924,Lisa,Brooklyn,Park Slope,40.67171,-73.98079,Private room,65,7,58,2019-03-29,0.83,2,333,101
20896,16545876,Astoria Ditmars Bedroom,10028635,Valentina,Queens,Ditmars Steinway,40.77549,-73.90786,Private room,55,3,13,2019-04-25,1.13,1,36,74
11919,9281747,TIMES SQ BLCK AWAY w/ SUNNY BDRM. NO INSTANT BOOKN,11526455,Joey,Manhattan,Hell's Kitchen,40.76046,-73.9901,Private room,135,2,123,2019-06-27,2.81,1,124,11
22678,18358279,Luxury 2 Bedroom Apartment!!,44852596,Luna,Manhattan,Financial District,40.70468,-74.00722,Entire home/apt,130,3,19,2019-07-01,0.72,1,244,7
6260,4573728,Cool & Cozy 2B/1BA in prime LES!,23708028,Ivan,Manhattan,Lower East Side,40.72058,-73.98674,Entire home/apt,239,3,145,2019-06-30,2.63,1,1,8
43432,33653706,Brand New Duplex 3BR~W/D in the unit.,162280872,Izi,Manhattan,Upper East Side,40.77139,-73.95651,Entire home/apt,290,30,1,2019-05-17,0.57,13,283,52
45146,34565485,West 80's Private Bedroom Walk to  Central Park,21930989,Mark,Manhattan,Upper West Side,40.78996,-73.97561,Private room,97,1,5,2019-06-23,4.17,2,117,15
38578,30341514,Designer Apartment in NYC near Central Park,24407449,Elle,Manhattan,Upper West Side,40.79181,-73.96747,Entire home/apt,350,2,2,2019-05-20,0.76,1,60,49
14142,10857454,Artist Garden Duplex Ft. Greene - 2.5 Bedroom,36894011,Miriam,Brooklyn,Fort Greene,40.6884,-73.97527,Entire home/apt,250,2,109,2019-06-24,3.22,2,243,14
23569,19069994,Apt in W 48th with  private patio,51501835,Jeniffer,Manhattan,Hell's Kitchen,40.76441,-73.99437,Entire home/apt,100,30,2,2017-12-03,0.09,31,345,582
41985,32634435,Sonder | Stock Exchange | Incredible 2BR + Kitchen,219517861,Sonder (NYC),Manhattan,Financial District,40.70795,-74.01096,Entire home/apt,388,2,9,2019-06-11,2.35,327,262,27
8454,6493181,"Sunny & Tall 1 BR, Central Pk,Train",26270573,Joe,Manhattan,Upper East Side,40.77025,-73.95491,Entire home/apt,200,5,95,2019-05-26,1.95,2,182,43
28625,22166055,"# 1 B Brooklyn NYC Apt close to metro subway, JFK",125914985,Myles,Brooklyn,East Flatbush,40.63439,-73.94397,Entire home/apt,150,6,57,2019-07-01,3.1,2,128,7
14094,10803759,"Bright Williamsburg 1 BD, Bedford L",18575991,Gregory,Brooklyn,Williamsburg,40.7178,-73.95595,Entire home/apt,129,4,5,2017-11-26,0.12,1,0,589
5928,4338541,Beautiful 1BR apt Upper West Side,22410033,Georges,Manhattan,Morningside Heights,40.80801,-73.9582,Entire home/apt,132,2,9,2017-01-04,0.16,1,0,915
14695,11611298,Gramercy Garden Terrace,56372211,Gordon,Manhattan,Gramercy,40.73737,-73.97995,Private room,97,3,120,2019-07-01,3.04,1,18,7
33578,26569565,"Gorgeous, Entire Apartment in Bushwick, Brooklyn",176955227,Rachael,Brooklyn,Bushwick,40.69257,-73.92332,Entire home/apt,150,1,7,2019-05-12,0.62,1,88,57
43573,33726859,Private bedroom in new and spacious apartment,60127679,Jason,Brooklyn,Bedford-Stuyvesant,40.68553,-73.92569,Private room,65,1,20,2019-06-15,6.59,2,23,23
16485,13220375,Huge Authentic NYC Home In Fun Soho District,11975339,Allyson,Manhattan,Nolita,40.72315,-73.99507,Entire home/apt,129,2,6,2018-05-14,0.28,1,0,420
27813,21805468,ELEGANT BROOKLYN GARDEN STUDIO,158925455,Marlene,Brooklyn,East Flatbush,40.63794,-73.93125,Entire home/apt,60,2,46,2019-07-02,2.34,1,300,6
7227,5288376,Cozy room on Upper West Side,11297009,Lex,Manhattan,Upper West Side,40.78785,-73.97717,Private room,59,1,15,2017-09-04,0.29,4,330,672
39045,30499163,Luxury midtown east apartment,57302064,Olivia,Manhattan,Midtown,40.75198,-73.9707,Entire home/apt,595,2,3,2019-05-17,0.47,1,55,52
34946,27703757,Beautiful 4 Bdrm Home - 25 min from Manhattan,32126880,Bryant,Queens,Laurelton,40.67525,-73.74625,Entire home/apt,200,2,6,2019-06-24,0.92,2,321,14
33471,26456925,Nice Room Near Roosevelt Jackson Heights Station,137358866,Kazuya,Queens,Woodside,40.74033,-73.89342,Private room,33,30,1,2019-01-25,0.18,103,269,164
19212,15297704,Gatsby Room 2,89388277,Maria,Manhattan,Lower East Side,40.72205,-73.9913,Private room,118,1,3,2018-02-24,0.17,3,0,499
20446,16301464,"Studio apt in Midtown Manhattan, great value",66271966,Don,Manhattan,Hell's Kitchen,40.76926,-73.98796,Entire home/apt,97,1,4,2017-03-16,0.14,1,0,844
39068,30509658,Quiet Apartment in Times Square / Hell’s Kitchen,57195863,Andrew,Manhattan,Hell's Kitchen,40.75806,-73.98934,Entire home/apt,295,2,7,2019-06-23,1.12,1,129,15
362,101053,Colorful Artistic Williamsburg Apt,530032,Lee And Tara,Brooklyn,Williamsburg,40.71125,-73.95613,Private room,100,3,31,2019-03-01,0.31,1,0,129
25303,20232745,SweetSpot in Pelham Pkwy S.E. Bronx NY 5 Star stay,120231560,Hiasselen,Bronx,Bronxdale,40.85634,-73.86633,Private room,45,2,21,2019-03-18,0.91,1,280,112
43823,33900721,NEW COZY STUDIO WITH LARGE PRIVATE OUTDOOR SPACE,81712936,Allie,Manhattan,Upper East Side,40.78202,-73.94826,Entire home/apt,200,3,3,2019-06-14,1.76,2,0,24
36248,28836267,"Good location in queen
Near by subway (3 block)",50855262,Fone,Queens,Elmhurst,40.74688,-73.8817,Private room,45,7,4,2019-05-31,0.46,3,21,38
47896,35971673,Quiet Bedroom in Modern Chelsea Apartment,261627898,Brett,Manhattan,Chelsea,40.74755,-74.00394,Private room,105,1,1,2019-06-25,1.0,2,31,13
24148,19455395,Families & Couples-2 BR+playroom (4beds),954113,Andrew,Brooklyn,South Slope,40.66043,-73.98609,Entire home/apt,139,2,19,2019-05-05,0.78,1,93,64
1065,448049,"No Inq,Read it, 1 BR, Rt of Subway,",1267021,Sharma,Queens,Jackson Heights,40.74906,-73.89377,Private room,69,7,55,2018-09-30,0.64,3,318,281
15524,12470877,Cozy East Village Apartment,67493763,Katherine,Manhattan,East Village,40.72952,-73.98214,Private room,82,1,4,2017-07-31,0.16,1,0,707
3582,2141470,Centrally located Midtown East 1 BR,10928857,Ashley,Manhattan,Murray Hill,40.74487,-73.97452,Entire home/apt,125,2,8,2015-01-02,0.13,1,0,1648
8436,6478141,Cheap & Basic Temporary Airbed Room,15743237,Champson,Queens,Elmhurst,40.734,-73.86596,Private room,69,1,14,2015-10-27,0.28,2,0,1350
38919,30440226,Sky-luxury building 1b1b Main bedroom rental,217642173,Xiangjun,Manhattan,Hell's Kitchen,40.76243,-73.99901,Private room,207,1,3,2019-05-29,0.74,2,82,40
22528,18221864,Lovely 1 BD on the Upper West Side,70601471,Andreas,Manhattan,Upper West Side,40.78906,-73.97732,Entire home/apt,148,1,131,2019-06-24,4.9,1,277,14
19904,15954073,Clean and Comfortable Studio,3142220,Tiffanie,Manhattan,Kips Bay,40.74114,-73.97657,Entire home/apt,200,2,22,2019-05-26,0.81,1,11,43
33482,26472343,1 Bedroom 3R in Authentic Brooklyn Brownstone,73425483,Vincent,Brooklyn,Bedford-Stuyvesant,40.69101,-73.93773,Private room,118,1,29,2019-07-01,2.46,6,288,7
15535,12492941,Spacious Room with Private a Patio!,67640934,Paulette,Brooklyn,Bedford-Stuyvesant,40.68361,-73.93845,Private room,60,2,34,2017-09-27,0.88,1,0,649
30485,23595420,Designer Loft - Best location in Williamsburg,16347259,Michelle,Brooklyn,Williamsburg,40.71068,-73.96035,Entire home/apt,378,3,13,2019-07-03,0.85,1,25,5
11260,8733480,"Apartment on upper west side, NYC",45823919,Ed,Manhattan,Morningside Heights,40.81669,-73.96029,Private room,60,2,11,2017-06-10,0.25,1,188,758
29558,22697211,Sweet studio in Cobble Hill Brooklyn,41550565,Jeannette,Brooklyn,Cobble Hill,40.68864,-73.99896,Entire home/apt,100,30,5,2019-06-15,0.33,1,117,23
7573,5681611,Private room in Jackson Heights Apartment 2+,16514175,Karen,Queens,Elmhurst,40.74595,-73.88691,Private room,69,1,20,2018-10-26,0.57,5,65,255
3141,1869467,Carroll Gardens Brownstone Flat,376084,Mary,Brooklyn,Carroll Gardens,40.68283,-73.99813,Entire home/apt,240,3,14,2019-05-27,0.21,1,199,42
14543,11459084,LES sunny bedroom with roof access,20175896,Zack,Manhattan,Lower East Side,40.72132,-73.98369,Private room,110,3,26,2019-04-22,0.64,1,0,77
40487,31386277,NEW Charming Private Floor - 15min to Manhattan!,136807581,April & Tom,Queens,Ditmars Steinway,40.77749,-73.91652,Entire home/apt,99,2,20,2019-07-01,3.75,1,0,7
5104,3666653,Brooklyn Brownstone,17544112,Robert,Brooklyn,Bay Ridge,40.62356,-74.024,Entire home/apt,170,4,137,2019-07-04,2.55,1,302,4
6747,4838540,"103rd st/lex/clean, Comfort and big  room",10600973,Mj,Manhattan,East Harlem,40.79113,-73.94792,Private room,65,5,7,2018-05-14,0.22,1,80,420
15000,11949531,Private room available in 2 bedroom apartment,3630684,Habby,Brooklyn,Bushwick,40.70487,-73.92127,Private room,65,3,11,2019-06-02,0.37,1,0,36
43086,33431978,Overnight a brand new apartment in upper east side,251852817,Owen,Manhattan,East Harlem,40.79885,-73.94304,Shared room,45,1,14,2019-06-25,4.16,7,83,13
19122,15205915,2BdrmPRESIDENTIAL Luxury CONDO In the Heart of NYC,96098402,Wynpoints,Manhattan,Midtown,40.7521,-73.972,Private room,799,4,3,2017-01-13,0.09,12,365,906
2852,1614869,"Cute, quirky Park Slope Jr 1 bdroom",1254489,Randy,Brooklyn,Park Slope,40.67477,-73.97404,Entire home/apt,142,4,41,2019-06-18,0.58,1,151,20
36457,28984222,RENOVATED BROWNSTONE APARTMENT W/ HIGH CEILINGS!,124743046,Mark,Brooklyn,Bedford-Stuyvesant,40.69025,-73.9559,Entire home/apt,230,4,29,2019-07-05,3.36,3,205,3
46046,35040805,Amazing Location! 1 Bedroom Apartment Downtown,57291971,Regina,Manhattan,Midtown,40.76044,-73.97012,Entire home/apt,199,2,3,2019-07-01,3.0,1,67,7
3663,2203926,"Bright, Modern Two Bedroom With Stunning Rooftop",1451417,H,Brooklyn,Williamsburg,40.71292,-73.95876,Entire home/apt,325,3,169,2019-07-01,3.33,1,277,7
7677,5793707,Lower East Side Minimalist Studio,8390853,Warren & Jessica,Manhattan,Lower East Side,40.7189,-73.99182,Entire home/apt,125,3,117,2019-06-23,2.29,1,228,15
9573,7348509,Modern 1BR in Heart of Williamsburg,38497438,Don,Brooklyn,Williamsburg,40.71969,-73.9562,Entire home/apt,215,1,1,2015-08-02,0.02,1,0,1436
26467,21064623,Gorgeous Alcove Studio,9130390,Neda,Manhattan,Hell's Kitchen,40.76007,-73.99078,Entire home/apt,160,7,3,2019-01-05,0.15,1,0,184
28631,22172728,Entire 1 Bedroom Apartment in Midtown Manhattan,40478687,Min,Manhattan,Murray Hill,40.75069,-73.97973,Entire home/apt,250,4,1,2018-01-01,0.05,1,0,553
42923,33336699,Stunning Sunny Studio,89068125,Martin,Manhattan,East Harlem,40.79755,-73.94413,Entire home/apt,250,1,1,2019-04-30,0.43,1,0,69
