,id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,days_from_last_review
32938,25970826,"$6M Soho Penthouse: 2000 sq ft, 18 ft ceilings",1001819,Rose,Manhattan,Greenwich Village,40.72818,-73.99993,Entire home/apt,850,5,11,2019-06-13,0.88,1,45,25
17460,13750770,Two Bed Apt w/ Private Patio in Prime EastVillage,58208399,Brett,Manhattan,East Village,40.72576,-73.98691,Entire home/apt,200,2,11,2018-08-12,0.3,1,0,330
22506,18201148,"5* Views, Terrace, 2BR2B, Modern Luxury, Gym, Roof",48205496,B,Queens,Long Island City,40.74834,-73.94181,Entire home/apt,379,4,91,2019-06-26,3.44,2,152,12
10276,7862762,Spacious pre-war apartment,40548594,Justine,Manhattan,Financial District,40.70623,-74.0051,Entire home/apt,150,2,52,2019-06-23,1.11,1,72,15
28710,22204668,Large room + office in Bushwick artists' loft,4445275,Jessica,Brooklyn,Bushwick,40.69948,-73.92372,Private room,50,3,2,2018-01-09,0.11,1,0,545
37726,29899574,Great penthouse in the heart of Downtown,224827088,Valentyn,Manhattan,Financial District,40.70421,-74.00962,Entire home/apt,520,4,8,2019-07-01,1.19,1,38,7
42366,32874857,Luxury Studio High Rise 10 mins from Times Sq NY!,247335568,Evelyn,Queens,Long Island City,40.74881,-73.94316,Entire home/apt,130,3,1,2019-05-10,0.5,7,24,59
22809,18471232,Brooklyn Home away from Home,4894044,Azzie,Brooklyn,Crown Heights,40.66515,-73.95186,Private room,100,1,28,2019-06-24,1.92,1,88,14
20859,16519069,Cozy Private Room in Share Apartment near Midtown,108608482,Ivan,Manhattan,Kips Bay,40.74227,-73.97432,Private room,100,5,2,2017-07-16,0.07,1,0,722
15873,12836932,Spacious Private room near Columbia,70082670,Gina,Manhattan,Morningside Heights,40.80539,-73.96409,Entire home/apt,92,1,2,2016-05-09,0.05,1,0,1155
41930,32589600,BED IN FAMILY HOUSE (ONLY WOMEN),215778245,Jessy & Christian,Queens,Corona,40.74147,-73.86753,Shared room,23,1,8,2019-06-03,2.12,6,308,35
35421,28101762,Beautiful Brown stone in Central Park West,213020,Robert,Manhattan,Upper West Side,40.78786,-73.96837,Entire home/apt,175,2,39,2019-07-02,4.08,3,142,6
23314,18875512,Great spot!Super convinient location and cozy Home,91361325,Kat Kat,Manhattan,Gramercy,40.73318,-73.98436,Entire home/apt,118,3,103,2019-07-03,4.02,1,17,5
41227,32069686,"Amazing views, sun, luxe style, live like a local!",27107891,Kossivi,Brooklyn,Williamsburg,40.71396,-73.93986,Entire home/apt,179,4,8,2019-06-21,2.11,1,104,17
11694,9104995,Times Square Area Neat & clean all inclusive AAA+,22251283,Nir,Manhattan,Hell's Kitchen,40.75633,-73.99439,Entire home/apt,125,30,8,2019-05-31,0.3,4,56,38
5627,4093591,1 Room & 1 Bath,11090576,Michael,Brooklyn,Bushwick,40.69216,-73.90859,Private room,25,1,8,2015-01-15,0.14,1,0,1635
19167,15246070,Lovely&Morden bedroom near everything you want!,33064599,Yukee,Manhattan,Upper West Side,40.80039,-73.96724,Private room,49,1,56,2019-04-19,1.83,6,326,80
31981,24965233,"Cute, renovated 2 bedroom Apt. in East Village",89608382,Meghan,Manhattan,East Village,40.72522,-73.98205,Entire home/apt,224,3,4,2019-01-01,0.29,1,7,188
24800,19907826,"Fun studio apartment in Washington Heights, NYC",29003640,Cedric,Manhattan,Washington Heights,40.84851,-73.93207,Entire home/apt,60,3,6,2017-09-26,0.25,1,0,650
9508,7307027,Large room in two-story brownstone,16237939,Seth,Brooklyn,Prospect Heights,40.67958,-73.96956,Private room,70,2,4,2016-07-11,0.09,1,0,1092
10412,7972825,"Lovely, kitschy 1BR + Foldout Couch",42073103,Brent,Queens,Astoria,40.75535,-73.92609,Entire home/apt,100,2,4,2015-11-29,0.09,1,0,1317
23694,19157123,NYC Hotel (Enjoy top tier membership benefits),7050126,Sasha,Manhattan,Midtown,40.76347,-73.978,Entire home/apt,1000,1,3,2017-07-29,0.12,2,90,709
15096,12052143,Stunning Central Park West Location,36306552,Jarett,Manhattan,Upper West Side,40.77713,-73.97758,Entire home/apt,325,1,43,2019-06-21,1.12,1,223,17
8460,6500246,BROWNSTONE BUILDING IN CLINTON HILLS,33977124,Donovan,Brooklyn,Bedford-Stuyvesant,40.68579,-73.95535,Private room,65,2,49,2019-06-14,1.42,2,310,24
31164,24199400,Washington Heights,70162513,Anaiya,Manhattan,Washington Heights,40.83701,-73.94256,Private room,52,1,3,2018-04-29,0.2,1,0,435
25501,20406627,Clean and cozy room!!!! Close to Everything!!!!,108448613,Isadora,Queens,Jackson Heights,40.75001,-73.87358,Private room,80,2,9,2019-01-02,0.39,1,0,187
533,195123,"Cheerful, comfortable room",940724,Susan,Manhattan,Washington Heights,40.83403,-73.94553,Private room,50,1,225,2019-06-12,2.35,1,343,26
4208,2745620,Small Room Astoria20minToManhattan,1172202,Funda,Queens,Ditmars Steinway,40.77138,-73.90895,Private room,55,1,115,2019-06-23,1.82,5,30,15
5470,3957619,"Prime SoHo! shops, food, fun",12485770,Raanan,Manhattan,SoHo,40.72699,-74.0012,Entire home/apt,110,30,3,2017-03-26,0.05,9,333,834
34623,27464651,Magical UWS Manhattan loft with two kitties!,97170205,Kristen,Manhattan,Upper West Side,40.78779,-73.96881,Entire home/apt,65,3,9,2019-01-05,0.87,1,0,184
3413,2046789,"Huge, Arty, Earthy + BEST Location!",1442412,Meredith,Manhattan,Kips Bay,40.73987,-73.98317,Entire home/apt,345,1,56,2016-06-13,0.83,1,0,1120
1688,765563,Big Comfy Beds & Breakfast on the Deck,4036685,Norman,Queens,Bayside,40.75666,-73.76314,Entire home/apt,299,2,67,2019-06-20,0.95,2,322,18
21912,17618903,One Bedroom In New Luxury Building,95921812,Sam,Brooklyn,Gowanus,40.67873,-73.98976,Entire home/apt,95,1,3,2017-09-17,0.11,1,0,659
46609,35344056,Massive 3 BR home near LGA Airport and Manhattan,107211000,Kamilla And John,Queens,East Elmhurst,40.76001,-73.88865,Entire home/apt,225,2,5,2019-06-24,4.29,1,337,14
28698,22194582,East Williamsburg’s Spacious Sun-drenched Apt.,8094921,ChaYa LoVe,Brooklyn,Williamsburg,40.70767,-73.943,Entire home/apt,320,1,78,2019-06-29,4.16,1,312,9
4741,3349699,Spacious apartment with garden,19402,Susanna,Brooklyn,Williamsburg,40.70972,-73.95576,Entire home/apt,150,5,37,2019-04-26,0.76,1,86,73
3323,1984390,Big Cozy Studio ,10238618,Zeynep,Manhattan,Upper East Side,40.77556,-73.9483,Entire home/apt,275,2,2,2015-05-08,0.03,1,0,1522
18446,14507274,Large Bright East Village Flat,849356,Margo,Manhattan,East Village,40.72652,-73.97938,Entire home/apt,162,5,22,2019-07-02,0.64,1,156,6
36678,29157211,Angeles aparment,95921282,Walter,Queens,Richmond Hill,40.68308,-73.81649,Entire home/apt,165,2,29,2019-06-24,3.23,1,362,14
27354,21587326,2 bed 1 Bath Washer Dryer huge terrace,113805886,Yaacov,Manhattan,Upper East Side,40.77736,-73.95156,Entire home/apt,200,31,2,2019-02-22,0.29,33,325,136
5359,3868344,elegant pre war two bedroom flat,14902860,Velma,Brooklyn,Bedford-Stuyvesant,40.68374,-73.942,Entire home/apt,151,5,51,2019-06-07,0.87,5,318,31
37584,29821404,Sunny Bohemian Apartment in Solar Building!,224317523,Olivia,Brooklyn,South Slope,40.66402,-73.98282,Entire home/apt,285,5,29,2019-06-16,3.57,1,74,22
23286,18855980,Close by La Guardia airport,109526714,Aleida,Queens,East Elmhurst,40.76078,-73.87661,Private room,50,1,97,2019-06-27,3.86,2,149,11
40104,31123611,JFK Airport Great place to stay 6 minutes away,232251881,Lakshmee,Queens,Jamaica,40.66823,-73.78374,Shared room,40,1,65,2019-07-06,10.0,8,346,2
26447,21052514,Sunny Bushwick Apartment,126141244,Alice,Brooklyn,Bushwick,40.70393,-73.91427,Entire home/apt,120,2,1,2017-10-09,0.05,1,0,637
26088,20811403,Large Studio in Forest Hills,95416322,Renee,Queens,Forest Hills,40.7281,-73.84886,Entire home/apt,100,2,18,2019-01-01,0.82,1,0,188
18407,14471418,Studio - St Regis Residence Club,60535711,Bruce,Manhattan,Midtown,40.76079,-73.97528,Entire home/apt,650,2,6,2019-06-16,0.42,2,363,22
2133,980561,"Beautiful, private, uptown studio",15742,Alix,Manhattan,Harlem,40.82892,-73.94745,Entire home/apt,88,3,37,2018-09-08,0.48,1,47,303
8629,6636968,1 BR and a sleeper sofa,34738375,Robert,Brooklyn,Prospect-Lefferts Gardens,40.66205,-73.96301,Entire home/apt,150,5,12,2018-01-04,0.34,1,0,550
17177,13605192,4 Bedroom House Perfect for Cooperate Rental,62317991,Phillipa,Brooklyn,East Flatbush,40.64145,-73.9433,Entire home/apt,350,2,34,2019-06-24,1.0,1,344,14
4618,3235070,"Peaceful, beautiful home away ",14337132,Norva,Manhattan,Harlem,40.80118,-73.95451,Entire home/apt,150,2,31,2019-06-16,0.54,1,0,22
15362,12315833,A lovely home to lay your head down,64341665,Nka,Manhattan,Harlem,40.82039,-73.94147,Private room,69,1,38,2019-06-30,0.97,2,365,8
34806,27593335,Large sunny 1 bedroom  with everything you need,6067124,Chelsea,Brooklyn,Carroll Gardens,40.68307,-73.99226,Entire home/apt,160,4,2,2019-05-06,0.23,1,4,63
40298,31253484,Nice and quiet Room in Apart in Astoria New York,233834659,Shearyl,Queens,Astoria,40.76976,-73.92627,Private room,50,2,18,2019-07-03,5.14,1,24,5
46089,35066800,Highly nice area beautiful place too visit,264156969,Neal,Queens,Arverne,40.59279,-73.79993,Private room,80,1,1,2019-07-06,1.0,1,90,2
31132,24162261,Spacious 1st floor apartment.,83377687,Fernando,Queens,Jackson Heights,40.75436,-73.85696,Entire home/apt,135,2,46,2019-06-25,3.08,2,141,13
24851,19931069,Amazing Studio step away from the Time Sq/74B,48146336,Irina,Manhattan,Hell's Kitchen,40.76284,-73.99226,Entire home/apt,130,30,7,2019-06-24,0.37,20,337,14
13882,10512932,Beautiful 1 bedroom apt.,40861618,Greg,Manhattan,Inwood,40.86818,-73.92708,Entire home/apt,68,6,24,2019-06-26,0.6,1,0,12
42914,33330013,Spacious 2bd apt in the heart of Manhattan,13506708,Guy,Manhattan,East Harlem,40.7854,-73.94981,Entire home/apt,250,2,3,2019-04-21,0.97,1,188,78
38225,30146925,Sweet and modern 2BR getaway in Bed-Stuy,34277028,Alexandra,Brooklyn,Bedford-Stuyvesant,40.68633,-73.92728,Entire home/apt,150,3,15,2019-06-10,2.13,1,77,28
5144,3702400,Brooklyn Apartment W/ Balcony,10972334,Rob,Brooklyn,Bushwick,40.69825,-73.92788,Private room,175,1,6,2015-11-04,0.1,2,0,1342
8592,6611652,Garden Commons Bushwick 5 Bedroom,21823,Greg,Brooklyn,Bushwick,40.68779,-73.91407,Entire home/apt,375,3,46,2019-06-20,1.07,3,217,18
41194,32043013,2 JFK Layover - Express train to Manhattan-30 mins,67746251,Gasminee,Queens,Ozone Park,40.68237,-73.84874,Private room,45,1,40,2019-07-08,7.79,4,30,0
28746,22214383,UNIQUE 1 BED ROOM in FLATIRON/NOMAD/GRAMERCY,130528939,Colette,Manhattan,Midtown,40.74238,-73.98439,Entire home/apt,91,2,1,2018-01-02,0.05,1,0,552
38552,30322497,studio for your own,137665954,Yibin,Manhattan,West Village,40.73751,-74.00231,Entire home/apt,168,3,3,2018-12-17,0.44,1,0,203
32743,25802893,Cozy Artist Apartment,5772223,Stephanie,Brooklyn,Borough Park,40.64512,-73.99839,Entire home/apt,100,14,8,2019-06-28,0.63,1,69,10
33260,26258306,Private Manhattan 1BR w/ a view & light,22090713,Abigail,Manhattan,Washington Heights,40.85068,-73.9372,Entire home/apt,65,2,4,2019-03-31,0.98,1,0,99
5229,3780715,Akua's Bed-Stuy Study,18880856,Carlton,Brooklyn,Bedford-Stuyvesant,40.68358,-73.94838,Private room,120,2,82,2019-06-21,1.6,1,328,17
2182,1016819,2BR 2Bath duplex w garden & terrace,5596242,Sabrina And Eduardo,Brooklyn,Clinton Hill,40.68771,-73.96186,Entire home/apt,235,6,5,2018-07-03,0.07,1,3,370
46320,35195898,Modern one-bedroom in heart of Manhattan,265034334,Rawan,Manhattan,Hell's Kitchen,40.7555,-73.99399,Entire home/apt,150,7,2,2019-07-03,2.0,1,61,5
1861,826685,Dreamy Private Room in  Super Cool Bedstuy Apt.,94669,Keithan,Brooklyn,Bedford-Stuyvesant,40.68407,-73.93944,Private room,51,3,36,2019-06-23,3.04,2,32,15
46694,35384544,Gorgeous 1 BDR Apartment- 2 blocks to Times Sq.,219303510,Guido,Manhattan,Hell's Kitchen,40.76212,-73.99265,Entire home/apt,190,1,4,2019-07-07,4.0,1,36,1
35347,28042839,"7BR, 4 Full Bath Duplex with Washer & Dryer",210970608,Lucy,Brooklyn,Crown Heights,40.66996,-73.94836,Entire home/apt,530,3,8,2019-05-20,0.9,5,249,49
15364,12317903,Newly Renovated Studio Midtown East,1512462,Evan & Maria,Manhattan,Midtown,40.75489,-73.9666,Entire home/apt,239,4,132,2019-06-21,3.39,2,242,17
12719,9740150,Bright and Cosy bedroom,50145118,Sonia,Manhattan,Harlem,40.80857,-73.942,Private room,89,1,19,2019-01-04,0.44,3,0,185
29042,22339264,Private Sunny Bushwick Apartment,4534686,Maxwell,Brooklyn,Bushwick,40.69854,-73.9235,Entire home/apt,110,5,3,2018-12-31,0.17,1,0,189
4167,2700296,Sunny Bedroom for two,13792543,Gregory,Manhattan,Harlem,40.8084,-73.95123,Private room,99,3,81,2019-07-01,1.28,3,307,7
30477,23584115,The Sweet Spot of NYC,49523787,Joe,Manhattan,Harlem,40.8232,-73.95463,Private room,55,1,39,2019-06-10,2.37,2,153,28
30296,23413509,Two bedroom apartment in Brooklyn/Bed Stuy,152877297,Hp,Brooklyn,Bedford-Stuyvesant,40.67985,-73.91061,Entire home/apt,95,2,50,2019-06-17,3.13,1,54,21
18830,14933893,Cozy walk-up in The Upper East Side,60904698,Toby,Manhattan,Upper East Side,40.77334,-73.94848,Private room,75,1,3,2016-09-19,0.09,1,0,1022
47592,35823101,SO CHILL!! Very spacious and cozy bk apartment !!,269470349,Jim,Brooklyn,Bushwick,40.70146,-73.91932,Entire home/apt,75,2,3,2019-06-28,3.0,1,163,10
29025,22336218,Greenpoint Sun Garden,108150300,Cassi,Brooklyn,Greenpoint,40.7257,-73.95553,Private room,100,1,5,2019-06-24,0.27,2,163,14
18232,14290760,Awesome room in heart of midtown!,87242862,Randi,Manhattan,Hell's Kitchen,40.76338,-73.98911,Private room,120,2,154,2019-06-17,4.47,1,266,21
10360,7929441,Beautiful Loft w/ Waterfront View!,1453898,Anthony,Brooklyn,Williamsburg,40.71268,-73.96676,Private room,105,2,232,2019-06-19,5.0,3,64,19
14517,11438189,Everything you need in NYC! 3BR,4422962,Remo,Brooklyn,Bedford-Stuyvesant,40.67834,-73.92442,Entire home/apt,135,30,155,2019-05-21,3.97,1,281,48
9833,7562552,Classic 1BR Brownstone w/ Backyard,39639169,Marlene,Brooklyn,Bedford-Stuyvesant,40.68338,-73.92072,Entire home/apt,110,3,125,2019-06-25,2.66,1,315,13
37449,29710266,Manhattan Sights & Sound (Ladies Only),223574944,Carly,Manhattan,Kips Bay,40.74355,-73.97936,Shared room,39,2,2,2019-03-25,0.52,2,326,105
23519,19038705,Chic Clason Point Condo,17122534,Eliu,Bronx,Clason Point,40.80652,-73.85312,Entire home/apt,350,3,1,2018-08-27,0.09,1,0,315
3171,1891017,Awesome Huge Studio - NYC Center,9794342,Pavel,Manhattan,Chelsea,40.75066,-74.00377,Entire home/apt,200,3,35,2016-08-22,0.55,1,0,1050
26123,20832523,cozy & clean room in the Bronx,136104359,Bonissat,Bronx,Concourse,40.83497,-73.9189,Private room,35,7,32,2019-06-25,1.68,1,50,13
34912,27681015,Amazing 3BR/2Bath Apt in the coolest Brooklyn Spot,118226205,Sahar,Brooklyn,Williamsburg,40.71582,-73.94191,Entire home/apt,172,3,32,2019-06-13,3.12,3,78,25
6023,4407790,Retreat Room,16286162,Pat,Bronx,Allerton,40.86682,-73.85812,Private room,49,2,42,2019-06-21,0.74,4,227,17
2087,944040,Entire 1.5 Br Apt- Crown Heights - Franklin Ave,896918,Rusty,Brooklyn,Crown Heights,40.67607,-73.95408,Entire home/apt,135,1,67,2019-06-23,0.87,1,348,15
42500,32987851,Private Room in Cozy Nolita Apartment,13697041,Patrick,Manhattan,Nolita,40.72042,-73.99622,Private room,100,1,14,2019-06-30,5.25,1,30,8
35735,28359765,STUDIO WITH OUTDOOR SPACE-CHELSEA MARKET-WEST 19TH,200380610,Pranjal,Manhattan,Chelsea,40.74138,-73.99729,Entire home/apt,175,30,1,2019-06-13,1.0,65,342,25
15707,12686241,Large Middle Bedroom & Private Backyard,30848788,Jamie,Brooklyn,Bedford-Stuyvesant,40.69415,-73.9481,Private room,45,4,41,2019-05-17,1.06,2,89,52
15433,12367673,Large cosy room-Financial District,12326402,Daniela,Manhattan,Financial District,40.70873,-74.00601,Private room,80,1,5,2016-11-09,0.13,1,0,971
7764,5885280,CHARMING ROOM A - PRIVATE BALCONY!!,4291007,Graham And Ben,Brooklyn,Bedford-Stuyvesant,40.69442,-73.96016,Private room,95,30,53,2019-03-16,1.05,11,201,114
17071,13543160,"Modern, Elegant, Private, Two-bedroom",49966,Sarah,Brooklyn,Bedford-Stuyvesant,40.69068,-73.95465,Entire home/apt,175,3,6,2018-04-08,0.17,1,0,456
6359,4637146,Gorgeous Parlor Floor Suite near Subway,1755097,Jay,Brooklyn,Bedford-Stuyvesant,40.69084,-73.93079,Entire home/apt,115,2,214,2019-06-21,4.07,2,108,17
37044,29455519,Quiet Comfty Home,171446547,Xiomara,Staten Island,Bull's Head,40.617,-74.16485,Private room,80,1,29,2019-07-07,3.4,1,362,1
1110,471712,Beautiful Sunny Apartment in South Harlem,1274269,Aram,Manhattan,Morningside Heights,40.80661,-73.9576,Private room,89,28,69,2019-05-26,0.81,1,80,43
3495,2089712,Spacious 1-BR Midtown West,10666587,Kevin,Manhattan,Hell's Kitchen,40.75774,-73.99371,Entire home/apt,119,2,3,2015-12-14,0.04,1,0,1302
10891,8402207,BEDROOM PRIVATE COMFY NEAR 6 TRAIN NO CURFEW,44260966,Alicia,Bronx,Soundview,40.82939,-73.86514,Private room,28,2,98,2019-06-21,2.12,3,108,17
15082,12028733,Comfortable and Spacious Bedroom B,52474491,Arthur,Brooklyn,Sea Gate,40.57774,-74.01022,Private room,97,1,2,2016-03-28,0.05,3,0,1197
18641,14744794,Hamilton Heights Sunny Bedroom,91874222,Laura,Manhattan,Harlem,40.82475,-73.9507,Private room,53,1,4,2017-08-20,0.16,1,0,687
33714,26718375,1 Bedroom 2R in Authentic Brooklyn Brownstone,73425483,Vincent,Brooklyn,Bedford-Stuyvesant,40.69074,-73.93858,Private room,118,1,20,2019-06-03,1.9,6,285,35
28740,22213389,Cinema Studio on Duplex Apt.,4667705,O. Xavier,Brooklyn,Bushwick,40.69787,-73.92703,Private room,85,1,59,2019-07-05,3.18,1,333,3
45828,34972213,"Charming KING Room w Backyard, Trains Williamsburg",242344309,Pete And Chloe,Brooklyn,Williamsburg,40.70671,-73.94774,Private room,79,1,6,2019-07-01,6.0,4,0,7
27278,21549450,True New Yorker Experience in West Village,156676400,Leila,Manhattan,Greenwich Village,40.73054,-74.0013,Entire home/apt,165,3,14,2019-01-02,0.69,1,0,187
26093,20812956,Chic 1 Bedroom with Empire State Views in NYC,27601846,Kristin,Manhattan,Harlem,40.80344,-73.95513,Entire home/apt,183,2,3,2017-09-15,0.13,1,37,661
723,265036,Private room w/ queen bed + rooftop,21188,Leo,Brooklyn,Crown Heights,40.6711,-73.95231,Private room,99,2,20,2019-06-09,0.59,1,98,29
25082,20086190,Fabulous and peaceful retreat in Brooklyn,28695008,Danielle,Brooklyn,Bedford-Stuyvesant,40.68838,-73.95649,Entire home/apt,190,5,24,2018-12-08,1.11,1,215,212
16318,13129120,"Central Park Bedroom - Spacious, Sunny, Subway",21077880,Camille,Manhattan,East Harlem,40.79525,-73.94912,Private room,80,2,29,2019-07-05,1.96,1,3,3
22226,17906420,Relaxing Brownstone One Bedroom,6899124,Paul,Brooklyn,Bedford-Stuyvesant,40.68698,-73.95228,Entire home/apt,148,1,37,2019-06-23,1.44,1,0,15
18491,14556587,Studio Apartment near Columbia Uni,77001085,Avantika,Manhattan,Upper West Side,40.80191,-73.9688,Entire home/apt,160,2,2,2016-08-30,0.06,2,0,1042
10689,8222742,Lovely nest in Greenwich Village,22529847,Sam And Roxanna,Manhattan,Greenwich Village,40.72853,-73.99914,Entire home/apt,200,2,146,2019-06-20,3.13,1,264,18
29462,22605114,Private room in Brooklyn !!!!,70236577,Sara,Brooklyn,Bedford-Stuyvesant,40.6925,-73.94214,Private room,58,1,11,2019-05-18,1.77,1,345,51
43097,33446054,Cozy&Charming NYC style apt in the heart of SoHo,251966476,Alex,Manhattan,Nolita,40.72394,-73.99583,Entire home/apt,240,1,19,2019-07-04,6.13,1,121,4
22963,18599296,Comfy Entire Studio Apartment Near Central Park,1692538,Nuttamon,Manhattan,Upper East Side,40.77294,-73.95351,Entire home/apt,168,1,126,2019-04-02,4.78,5,287,97
2317,1123934,Sunny 1BR Apt in N. Williasmburg,6164428,Bjarke And Holly,Brooklyn,Williamsburg,40.72065,-73.959,Entire home/apt,130,14,1,2015-01-09,0.02,1,296,1641
8684,6672758,Cool Large 3 bedrooms in the heart of East village,2196224,Sally,Manhattan,East Village,40.73037,-73.98158,Entire home/apt,197,30,1,2018-03-10,0.06,4,191,485
5969,4365756,Brownstone Parlor Floor Suite by Superhost!,22661286,Steef,Brooklyn,Bedford-Stuyvesant,40.68288,-73.93678,Entire home/apt,110,2,192,2019-07-02,3.35,1,132,6
6164,4509500,Prime Chelsea~XL1Br~Terrace~Sleeps4,2119276,Host,Manhattan,Chelsea,40.73984,-74.0006,Entire home/apt,150,30,7,2019-06-14,0.15,39,339,24
3008,1755844,Brooklyn Stunning Event Space.,2715012,Maurice,Brooklyn,Crown Heights,40.67247,-73.93616,Entire home/apt,450,1,9,2019-03-30,0.25,3,364,100
33981,26916746,Brooklyn Home,193502084,Linda,Brooklyn,Borough Park,40.63886,-74.00391,Private room,40,1,26,2019-03-20,2.29,8,0,110
34351,27237623,*NO GUEST SERVICE FEE* Luxury Studio Suite w/ Free Continental Breakfast,205031545,Red Awning,Manhattan,Midtown,40.75283,-73.96675,Entire home/apt,699,3,3,2018-12-12,0.33,49,196,208
10943,8442642,Private Bath/Master Bedroom Astoria,1411399,Carlos,Queens,Astoria,40.76799,-73.91234,Private room,109,1,2,2016-05-12,0.04,5,138,1152
24387,19634067,"Gigantic, convenient loft in S Williamsburg!",13785996,David,Brooklyn,Williamsburg,40.70857,-73.96618,Private room,42,3,1,2018-02-14,0.06,1,0,509
34600,27435989,**Studio Apartment 20 min. From MANHATTAN **,206758830,Chris And Jocelyn,Queens,Middle Village,40.71775,-73.87488,Entire home/apt,85,2,36,2019-06-09,3.4,1,290,29
